learner_id,signup_date,state,age,exam_category,tier,monthly_spend_inr,months_subscribed,spend_to_date_inr,days_to_renewal,lessons_total,lessons_last_30d,mock_tests_total,mock_tests_last_30d,doubt_sessions,live_classes,days_active,days_since_last_login,avg_session_min,total_time_hrs,streak_days,login_freq_per_week,notes_saved,videos_rewatched,funnel_stage,churned,churn_risk_score,ltv_inr,cluster,segment,pca1,pca2,churn_probability,action_priority,action_label,action_reason,action_type,action_rev_upside
UA200081,2024-10-24,MP,17,Banking,Free,0,0,0,,1,0,3,0,5,7,20,3,37.5,0.6,5,5,9,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.4194313792436377,-0.3685753849649889,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200082,2025-12-05,MP,17,CAT,Free,0,0,0,,2,0,5,0,3,6,15,7,32.6,1.1,3,1,20,3,Mock Test Taken,0,0,0.0,1,🚀 High Intent,-0.1670572710569295,-1.1499396445461183,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200083,2025-07-01,Maharashtra,20,CAT,Iconic,2396,5,11980,-69.0,1,5,9,3,1,5,26,5,38.2,0.6,1,0,13,3,Subscribed,0,5,11980.0,2,🧠 Serious Aspirants,-0.1774879098986325,-0.0084733435178167,0.423,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200084,2025-01-01,Maharashtra,17,NEET,Iconic,2396,15,35940,31.0,1,5,4,2,6,7,29,9,40.3,0.7,3,2,10,2,Subscribed,1,43,23361.0,2,🧠 Serious Aspirants,0.3254107771327574,0.1351560559588352,0.487,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200085,2025-01-20,AP,22,CAT,Free,0,0,0,,1,0,8,0,3,3,28,5,27.3,0.5,6,2,6,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.2159832402615218,-0.0989927492520827,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200086,2025-04-23,Gujarat,17,CAT,Free,0,0,0,,1,0,6,0,5,6,27,12,32.6,0.5,5,2,10,0,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.0772952962821777,0.0637340376616188,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200087,2024-10-11,Gujarat,18,UPSC,Plus,1562,14,21868,-76.0,1,11,9,5,2,9,36,1,56.9,0.9,3,1,15,1,Subscribed,1,8,14214.0,2,🧠 Serious Aspirants,1.8298769503646144,-0.4504651378724416,0.409,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200088,2024-04-09,Gujarat,27,NEET,Free,0,0,0,,1,0,4,0,3,5,25,25,17.0,0.3,2,1,6,4,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.8160497768933508,1.1460765302836369,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200089,2025-10-15,Rajasthan,19,JEE,Free,0,0,0,,2,0,2,0,2,8,30,7,39.1,1.3,2,5,11,0,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,-0.30314609610226,-1.570604194012653,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200090,2025-10-07,UP,22,UPSC,Free,0,0,0,,1,0,6,0,4,12,29,79,49.0,0.8,3,3,13,2,First Lesson,0,0,0.0,0,⚠️ At-Risk,1.147491348621512,3.693905320943335,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200091,2025-07-21,Rajasthan,17,NEET,Free,0,0,0,,1,0,9,0,3,3,30,12,29.5,0.5,3,0,14,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.4041137255643857,0.3913830690580252,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200092,2026-02-03,Rajasthan,21,Banking,Free,0,0,0,,1,0,5,0,1,5,14,7,22.4,0.4,1,1,11,2,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.4851511867866143,0.0112487203233223,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200093,2024-04-26,WB,18,JEE,Plus,1562,1,1562,-650.0,2,12,6,2,8,8,32,7,32.2,1.1,6,1,17,2,Subscribed,0,5,1562.0,1,🚀 High Intent,1.869277545897859,-1.2383635926761272,0.188,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA200094,2024-05-27,UP,23,NEET,Plus,1562,5,7810,-484.0,1,10,9,3,4,7,21,8,55.9,0.9,7,2,17,0,Subscribed,0,5,7810.0,2,🧠 Serious Aspirants,1.7777327838258397,-0.1235724705150806,0.201,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200095,2025-07-14,Karnataka,21,JEE,Free,0,0,0,,1,0,3,0,5,12,17,7,36.7,0.6,1,1,19,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.6576807627893426,-0.0318242797319003,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200096,2025-04-10,WB,18,Banking,Plus,1562,1,1562,-297.0,1,3,4,0,2,2,24,9,43.2,0.7,2,3,13,1,Subscribed,0,22,1562.0,3,😴 Casual Browsers,-0.3519476071078138,-0.0043131529931822,0.505,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200097,2025-01-12,Bihar,19,NEET,Free,0,0,0,,1,0,4,0,2,5,35,24,26.2,0.4,3,7,17,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.8054825991657737,0.8370001657243967,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200098,2024-06-18,Maharashtra,23,JEE,Free,0,0,0,,1,0,6,0,2,6,22,55,34.8,0.6,5,3,18,1,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,0.3393649327223943,2.395661130239174,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200099,2024-12-11,Rajasthan,21,UPSC,Free,0,0,0,,1,0,7,0,3,6,32,6,54.5,0.9,2,5,9,3,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.4823017942256569,0.0638943569531234,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200100,2024-10-09,WB,17,UPSC,Plus,1562,12,18744,-129.0,1,6,7,0,6,16,29,6,57.9,1.0,5,5,17,4,Subscribed,0,5,18744.0,2,🧠 Serious Aspirants,3.262111756128026,0.2779226441879366,0.274,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200101,2025-09-19,Gujarat,20,UPSC,Iconic,2396,17,40732,367.0,1,12,9,2,4,10,34,14,35.5,0.6,2,1,12,6,Subscribed,0,5,40732.0,2,🧠 Serious Aspirants,1.389563403086093,0.8385591931351417,0.344,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200102,2024-10-15,UP,25,CAT,Free,0,0,0,,1,0,8,0,2,6,24,18,15.5,0.3,1,4,14,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.1079504677786174,0.4032496730561067,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200103,2025-06-18,UP,21,NEET,Free,0,0,0,,1,0,3,0,2,5,26,11,31.1,0.5,2,4,11,6,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.1377526498115143,0.6928732836889695,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200104,2025-06-03,WB,20,JEE,Iconic,2396,20,47920,352.0,1,7,6,2,0,9,26,13,44.0,0.7,2,4,19,2,Subscribed,0,17,47920.0,2,🧠 Serious Aspirants,0.706092891944756,0.3369998337567998,0.456,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200105,2026-02-12,Karnataka,21,UPSC,Iconic,2396,7,16772,177.0,1,6,11,3,6,13,27,7,45.5,0.8,4,1,12,1,Subscribed,0,5,16772.0,2,🧠 Serious Aspirants,1.3880891347590796,-0.0685987872177232,0.349,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200106,2024-10-10,UP,24,NEET,Free,0,0,0,,1,0,12,0,2,7,23,2,32.5,0.5,4,4,8,4,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,0.5757478112726674,0.0098805682165208,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200107,2025-07-11,TN,23,UPSC,Free,0,0,0,,1,0,5,0,1,16,31,4,40.3,0.7,4,1,10,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.1512921620833554,-0.1993821519076185,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200108,2025-03-21,Gujarat,23,SSC,Free,0,0,0,,1,0,3,0,2,7,16,3,45.1,0.8,5,2,11,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.051214578347781,-0.4356408842813365,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200109,2025-10-22,Karnataka,20,CAT,Free,0,0,0,,2,0,6,0,5,9,13,6,31.5,1.1,3,3,10,2,Signed Up,0,0,0.0,1,🚀 High Intent,-0.7991304930051368,-1.3221293236837537,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200110,2024-06-29,UP,25,CAT,Free,0,0,0,,2,0,5,0,2,4,22,6,27.3,0.9,4,2,9,4,First Lesson,0,0,0.0,1,🚀 High Intent,-0.7139428325365759,-1.1577674786753422,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200111,2025-08-08,UP,17,CAT,Iconic,2396,12,28752,145.0,1,8,7,1,3,10,19,5,24.7,0.4,3,3,11,3,Subscribed,0,5,26356.0,3,😴 Casual Browsers,-0.7227719154382366,0.0724260353828084,0.43,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200112,2024-08-25,UP,23,NEET,Plus,1562,2,3124,-511.0,1,10,4,2,4,3,23,25,37.2,0.6,4,5,10,1,Subscribed,0,24,3124.0,0,⚠️ At-Risk,-0.1120593895917464,0.8565512997686142,0.492,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200113,2025-10-16,Karnataka,22,NEET,Free,0,0,0,,1,0,5,0,3,7,17,24,40.9,0.7,5,4,9,3,First Lesson,0,0,0.0,0,⚠️ At-Risk,-0.1736681432335697,1.017462931112277,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200114,2024-07-15,Rajasthan,19,Banking,Free,0,0,0,,1,0,2,0,0,6,23,15,40.5,0.7,2,3,13,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.948417119067376,0.3916567278154346,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200115,2025-01-08,UP,22,NEET,Free,0,0,0,,1,0,6,0,2,9,27,34,40.4,0.7,5,1,20,1,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,0.8478686557571219,1.2987448290519306,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200116,2024-07-26,UP,25,UPSC,Free,0,0,0,,1,0,6,0,5,12,36,6,46.0,0.8,7,5,19,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,2.950608612541772,-0.0675435067247753,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200117,2024-12-23,Maharashtra,21,UPSC,Free,0,0,0,,1,0,4,0,5,10,26,6,47.9,0.8,5,4,12,0,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.761200000498613,-0.2324007520144188,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200118,2025-01-29,MP,18,NEET,Free,0,0,0,,1,0,6,0,6,2,33,5,41.5,0.7,7,4,13,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.9349797926811192,-0.141132460840142,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200119,2025-11-13,Rajasthan,18,Banking,Free,0,0,0,,1,0,5,0,2,10,19,34,22.1,0.4,5,0,9,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.9257694727569203,1.2583916263297303,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200120,2025-12-01,MP,22,SSC,Plus,1562,6,9372,104.0,2,9,7,1,1,6,16,5,24.3,0.8,0,4,7,1,Subscribed,1,38,4061.0,3,😴 Casual Browsers,-2.1147287703197186,-1.550585651927144,0.57,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200121,2024-12-31,UP,21,SSC,Free,0,0,0,,1,0,0,0,1,1,19,0,15.6,0.3,3,2,9,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.8734439676902883,-0.3530355410789015,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200122,2025-05-03,Gujarat,17,Banking,Free,0,0,0,,1,0,3,0,2,3,22,21,16.0,0.3,2,4,10,3,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.6753229840326362,0.8749752345828997,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200123,2025-08-04,Karnataka,24,NEET,Free,0,0,0,,1,0,6,0,3,5,24,47,38.3,0.6,3,4,16,1,Subscription Page Visited,0,0,0.0,0,⚠️ At-Risk,0.4458731495419379,1.9884176704124488,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200124,2025-04-14,UP,19,Banking,Free,0,0,0,,1,0,4,0,1,10,22,4,28.4,0.5,2,3,4,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.0516310356674587,-0.186234114373587,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200125,2024-09-28,AP,25,SSC,Free,0,0,0,,1,0,3,0,0,1,20,2,14.8,0.2,2,0,6,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-3.644071688986651,-0.5355519197214162,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200126,2024-04-03,UP,21,CAT,Free,0,0,0,,1,0,3,0,1,5,17,38,41.6,0.7,4,3,10,1,Signed Up,0,0,0.0,0,⚠️ At-Risk,-1.2142166194117183,1.4564371323200012,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200127,2025-08-27,Karnataka,22,UPSC,Free,0,0,0,,1,0,6,0,2,12,40,10,37.3,0.6,6,5,14,1,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.7530074036730237,0.067469004556141,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200128,2024-12-03,WB,21,UPSC,Free,0,0,0,,1,0,6,0,4,13,28,21,37.5,0.6,6,5,15,3,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,1.6315520598519146,0.916564733992724,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200129,2024-12-31,Karnataka,24,CAT,Iconic,2396,4,9584,-272.0,1,8,4,4,3,5,26,24,37.5,0.6,2,7,13,1,Subscribed,0,16,9584.0,2,🧠 Serious Aspirants,0.2752333534990134,0.8234598818287997,0.451,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200130,2024-10-03,TN,21,UPSC,Plus,1562,13,20306,-93.0,1,11,7,1,6,10,41,7,52.5,0.9,7,9,7,1,Subscribed,0,5,20306.0,2,🧠 Serious Aspirants,3.2587721616236016,-0.0486040302864185,0.192,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA200131,2024-11-14,UP,19,JEE,Plus,1562,9,14058,-203.0,1,9,7,2,2,8,38,15,56.6,0.9,8,3,14,1,Subscribed,0,5,14058.0,2,🧠 Serious Aspirants,2.599657505755279,0.280400287780008,0.213,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200132,2025-01-05,Karnataka,22,UPSC,Free,0,0,0,,2,0,9,0,3,9,20,8,51.0,1.7,6,3,15,1,First Lesson,0,0,0.0,1,🚀 High Intent,1.4428624081284704,-1.3628730139699137,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200133,2024-11-06,TN,21,Banking,Free,0,0,0,,2,0,3,0,3,2,12,1,26.8,0.9,4,3,8,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.840114220375708,-1.613120023899944,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200134,2025-10-11,Bihar,21,UPSC,Free,0,0,0,,1,0,5,0,5,7,30,23,41.6,0.7,6,6,16,2,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,2.06029015405514,0.9208854839995284,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200135,2025-09-13,WB,22,SSC,Free,0,0,0,,2,0,2,0,1,4,21,19,28.4,0.9,1,2,7,2,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.232396364867011,-0.7680641948440825,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200136,2025-10-29,UP,17,CAT,Free,0,0,0,,1,0,9,0,3,11,16,20,25.9,0.4,3,5,6,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.30157819797993,0.4853992233614213,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200137,2024-10-16,Rajasthan,18,UPSC,Free,0,0,0,,3,0,6,0,5,9,37,2,46.7,2.3,5,7,13,3,Signed Up,0,0,0.0,1,🚀 High Intent,3.059821609444401,-2.755637535354444,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200138,2025-05-16,Bihar,20,NEET,Free,0,0,0,,1,0,2,0,5,3,31,37,33.1,0.6,8,4,9,2,Subscription Page Visited,0,0,0.0,0,⚠️ At-Risk,0.6406926001420319,1.5754255502003598,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200139,2025-04-23,UP,19,CAT,Free,0,0,0,,1,0,5,0,2,7,22,12,21.6,0.4,4,3,15,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.8384828516271385,0.2026768011591992,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200140,2024-08-15,Karnataka,19,JEE,Iconic,2396,11,26356,-199.0,1,9,7,2,2,4,23,7,37.5,0.6,4,3,12,3,Subscribed,0,5,26356.0,2,🧠 Serious Aspirants,0.2275364624057655,0.1422682121271132,0.319,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200141,2025-06-23,AP,24,JEE,Free,0,0,0,,1,0,4,0,3,11,34,15,44.6,0.7,3,5,12,4,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.3875716631750663,0.6638546102284607,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200142,2024-10-26,Karnataka,20,NEET,Free,0,0,0,,1,0,5,0,5,6,33,19,34.2,0.6,6,4,8,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.8432813990884515,0.6504916958138709,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200143,2025-10-16,AP,19,CAT,Free,0,0,0,,2,0,2,0,5,9,25,9,22.5,0.8,2,2,10,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.4921712134152414,-1.433616365548046,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200144,2025-09-28,Rajasthan,18,CAT,Free,0,0,0,,1,0,2,0,3,7,20,17,30.3,0.5,6,4,13,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.6119925443212824,0.4574497720112909,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200145,2025-05-27,Maharashtra,23,JEE,Iconic,2396,13,31148,132.0,1,13,7,3,2,12,27,12,39.4,0.7,5,4,18,1,Subscribed,0,5,31148.0,2,🧠 Serious Aspirants,1.1706756047210576,0.2035870371934622,0.192,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200146,2024-04-03,AP,17,UPSC,Free,0,0,0,,3,0,4,0,4,10,23,0,44.2,2.2,3,2,14,5,Signed Up,0,0,0.0,1,🚀 High Intent,0.9383502004910976,-2.6672366290222405,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200147,2025-06-27,WB,22,CAT,Free,0,0,0,,2,0,4,0,3,1,28,2,28.6,1.0,5,3,16,0,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,0.1385708978093435,-1.7734775673306575,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200148,2025-11-12,Rajasthan,21,UPSC,Iconic,2396,10,23960,227.0,1,7,6,1,4,7,35,5,45.2,0.8,3,2,16,3,Subscribed,1,20,15574.0,2,🧠 Serious Aspirants,1.7022992969865556,0.0444769790785897,0.431,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200149,2025-12-27,WB,22,JEE,Iconic,2396,12,28752,302.0,1,10,5,2,4,7,39,29,43.6,0.7,7,2,15,0,Subscribed,1,44,18689.0,2,🧠 Serious Aspirants,1.7758586478029086,0.9101965898717987,0.611,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200150,2024-12-28,UP,21,CAT,Free,0,0,0,,1,0,4,0,3,7,29,2,17.0,0.3,2,1,13,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.1528258147673065,-0.2226377745018883,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200151,2024-06-08,MP,22,CAT,Free,0,0,0,,1,0,2,0,2,5,24,14,17.6,0.3,3,2,12,3,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.5466890565599625,0.5019309892188942,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200152,2025-09-29,Maharashtra,17,SSC,Iconic,2396,9,21564,125.0,1,7,3,0,3,3,15,7,23.6,0.4,5,1,7,3,Subscribed,0,20,9584.0,3,😴 Casual Browsers,-2.0015343354217374,0.1301710845544095,0.539,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
